"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
-2.16280411381256,-10.9610291478142,-0.621497589125814,-2.80366487824681,-0.580940645465061,-0.580710215067288,-0.581962917225436,-8.69099814413029,-7.9273297258421,0.0222497178070298,4.53783990680398,0.678002430074298,-5.67141104378306,6.35138285204211,-2.35486256367181,-7.10559114205959,-0.62217721577308,6.7801083215928,10.2070777765237,0.8819900473904,3.58957410951852,-0.622729620356066,-4.41778703164368,-5.38062262362435,6.61251359512034,-0.143760591312441,6.79416427202367,2.55642473566096,-0.580324706010555,-0.621283227224139,-0.580868478201556,-0.621092680136036
-1.29199474386067,-10.1052739465988,1.39534421731362,-2.41050749101361,-0.528001482615244,-0.529796675847994,-0.528554809220632,-8.80948477110635,-8.04368105525665,-1.63948787747596,5.2131094761862,-0.466033884072072,-5.88102759446086,8.28764506183908,-1.15927916234259,-8.68588324275454,1.39476201445798,7.20347984229728,10.8798228323565,2.60197694999063,2.84023235806452,1.39493379941794,-4.84820839164298,-6.87918692954786,5.39600900488391,0.417579693155131,8.42507444220806,1.92389025682977,-0.527367960281959,1.39548890738031,-0.528136368955581,1.39360284543791
-1.13445472215276,-10.4435999182534,-2.95587886154929,-1.41810765739951,-1.18126597831751,-1.18121391596127,-1.17909187954177,-8.85842605306348,-7.81615953410162,-1.93933720999573,3.82750882733153,0.131898187161607,-6.2410963344335,6.82779191546632,-2.69187326867184,-6.80542240918071,-2.95404676353283,6.03804714228126,10.2604796697976,2.57596407316548,3.82191560549859,-2.95611030894115,-3.2091456361073,-6.4354920083061,5.15712905474086,2.56082485906669,8.58005150699776,2.28615908542535,-1.18062674525635,-2.95402193871542,-1.18191055615799,-2.95687039651169
0.852330536337814,-11.3530381735628,0.875886212667065,-1.8454763265551,1.07231672175699,1.07302529875024,1.07292820371921,-8.1389145073817,-9.23608159682684,-2.01574843166061,4.86518605122453,-0.0431318606923852,-8.00279579108407,8.01577075393531,-2.2743569077943,-6.07048520434003,0.876281911408404,7.71237271057588,8.47275169144984,1.01663375782036,4.36279450145375,0.875181736577995,-4.44499663026185,-5.51842501160035,5.42904979909806,0.927707962776918,9.54842991008655,2.44350111768146,1.07185648619224,0.876421781407141,1.07078665953613,0.875736597598973
-0.333579145511927,-10.635619452294,-0.603897974032555,-2.03415025395693,-1.40221265164399,-1.40031323696179,-1.40191096215178,-10.3682670818909,-7.11857847646737,-1.97217505362605,5.05163179202038,1.12550485912705,-6.98598853504569,9.38750723517012,-2.34476028738868,-6.14957068617341,-0.601998369700039,5.47653091522601,10.9212348436085,2.29466200958133,3.54245191966826,-0.60236242593332,-3.27637226148979,-2.32021555651473,5.03446100585484,0.723760764260154,9.7602357322209,-0.656287920242149,-1.40429098684837,-0.602962862020838,-1.40178943331224,-0.601441994353149
-0.402091713302996,-9.23710010463292,1.07149807407906,-1.07556524757932,1.11944415309644,1.11687128933488,1.11537851297388,-9.38533309128455,-7.04815370037707,-0.954486386372638,5.26173602592113,2.73661274380823,-5.43174714395238,8.16723093785621,-2.98862611839917,-6.02118351437715,1.07179321184305,7.33642107023203,10.6407435778874,2.69406008993663,3.29170171028531,1.07083602389059,-3.3503600936637,-5.79816556821961,5.24495825000585,1.79549463674054,10.4617588370075,2.77425843927179,1.11858884782819,1.07309872122287,1.11708878910357,1.07059327028524
-2.10093289637987,-8.04216723800567,0.98467945811559,-3.19727219756839,-0.599974091571281,-0.601901549406739,-0.601078782407074,-9.25889377617969,-8.16818931345206,-1.64896574807272,5.32274696880133,1.64945830063065,-5.83015323728621,7.56595463886654,-1.79155958814929,-6.54851282739769,0.984825468722004,5.72314714902033,10.7562187568758,3.05147215944351,3.25265194746496,0.983915952639813,-3.52519432848164,-5.16215440425508,5.31625225038116,-0.52627667262806,10.1570148735979,0.483838565378367,-0.60020074758022,0.982763798765854,-0.599757195711573,0.98298995374597
-2.44620259249643,-9.97223109248872,-1.36880460708907,-2.15391466644347,0.656781776490929,0.658227113687096,0.657626565814901,-9.64119608340918,-7.91511209209379,-1.0638573068748,6.30564945849643,2.13445544278846,-5.57941889303389,7.71948994421818,-2.90916269422307,-6.40175648624702,-1.37066918167444,8.31888740063996,10.9617538742768,4.02705535954919,3.71325167045061,-1.37149217241153,-3.51877770848063,-4.81476598647423,5.15750769371663,1.87216017945143,10.3358996844907,2.21267253733688,0.657144513302967,-1.36992219231669,0.657640734348112,-1.3695704676398
-1.01766174256255,-9.92240174585872,1.54868325047614,-2.42728696388634,0.0148083874423115,0.0122649808649296,0.0128960303382899,-9.15638503284073,-7.60817672203268,-3.5961621874826,5.87118205047581,0.364052973827495,-6.21416720629435,7.88103460244785,-3.02319383370699,-7.15714627884854,1.54889883712274,7.18102964061834,11.1356373215465,0.995646933679215,3.74981484726864,1.54717992539648,-4.17257487005198,-3.36397581833739,4.982078395134,-0.577215032423376,7.99027182104645,1.42203736520376,0.0120122530880818,1.54744684426558,0.0113094038244857,1.54821627545701
-2.30066940730886,-9.22883469225688,-0.352301755000691,-2.22195862788372,-0.75240964442754,-0.753722001098125,-0.751586156575307,-11.8726817880922,-10.5692842964351,-2.11249758738204,4.9604324251569,1.91328916833561,-4.61813786609357,7.61323422985175,-2.56816820950022,-5.75088627455321,-0.350497375641766,6.56980282899677,11.2021263348394,2.83477585560205,3.4264217838903,-0.352213502190152,-5.19843348002793,-4.4551239135669,5.26539527151175,2.28018324682976,8.45922960665791,0.211683029861577,-0.753371567544243,-0.350317007553337,-0.752116737180861,-0.349871180589998
